question,question_ids,answer,answer_ids
likely arose from two tandem duplications of an ancestral gene . This repeat suggests a mechanism for the evolution of the relationship with the plant @-@ specific,"[5517, 28811, 515, 1023, 10345, 2310, 5141, 5795, 310, 385, 19525, 1705, 18530, 869, 910, 12312, 14661, 263, 13336, 363, 278, 14675, 310, 278, 9443, 411, 278, 8024, 732, 29899, 29992, 2702]",ru,5796
"lay in the mortuary chamber below . Catherine 's effigy suggests sleep rather than death , while Henry is posed strikingly , with his head","[6568, 297, 278, 5758, 29884, 653, 24171, 2400, 869, 21688, 525, 29879, 1801, 335, 29891, 14661, 8709, 3265, 1135, 4892, 1919, 1550, 6498, 338, 926, 287, 19492, 11687, 1919, 411, 670, 2343]",Book,10967
", stifling creativity . Albarn told journalist John Harris in 1993 that he","[1919, 380, 361, 1847, 907, 28157, 869, 838, 1646, 29876, 5429, 24452, 2259, 20349, 297, 29871, 29896, 29929, 29929, 29941, 393, 540]",educational,28976
Environmental Health Hazard Assessment determined that the area ’ s seafood was safe to eat and,"[16738, 284, 15202, 25606, 538, 4007, 404, 358, 10087, 393, 278, 4038, 16156, 269, 7205, 1181, 397, 471, 9109, 304, 17545, 322]",《,30866
2009 video incorrectly saying that George I,"[29906, 29900, 29900, 29929, 4863, 29676, 5934, 393, 5122, 306]",him,26994
"ibund "" , he asserted , having lost","[747, 870, 376, 1919, 540, 4974, 287, 1919, 2534, 5714]",Dom,11096
to remain at Tech and continued to,"[304, 3933, 472, 1920, 305, 322, 7572, 304]",your,596
", not only would it have the world","[1919, 451, 871, 723, 372, 505, 278, 3186]",onym,4735
"his in @-@ laws John and Lee Eastman , fought Lennon","[670, 297, 732, 29899, 29992, 14243, 2259, 322, 9371, 6932, 1171, 1919, 20722, 365, 2108, 265]",night,11147
"an 's writings tend to be more descriptive and less analytical ; the objective style , rooted in a detached spirit , providing for a more","[273, 525, 29879, 2044, 886, 10331, 304, 367, 901, 29037, 573, 322, 3109, 16114, 936, 2056, 278, 12091, 3114, 1919, 3876, 287, 297, 263, 1439, 3791, 8548, 1919, 13138, 363, 263, 901]",რ,30456
"weight of the protective armor was 5 @,@ 150 long tons ( 5 @,@ 230 t ) ,","[7688, 310, 278, 12566, 573, 5075, 272, 471, 29871, 29945, 732, 29892, 29992, 29871, 29896, 29945, 29900, 1472, 23864, 313, 29871, 29945, 732, 29892, 29992, 29871, 29906, 29941, 29900, 260, 1723, 1919]",präsident,29372
", "" They do ; it 's called being gay . "" to which Stewie replies , "" Oh , that 's what gay is ? Oh ,","[1919, 376, 2688, 437, 2056, 372, 525, 29879, 2000, 1641, 23852, 869, 376, 304, 607, 2443, 7804, 1634, 3687, 1919, 376, 6439, 1919, 393, 525, 29879, 825, 23852, 338, 1577, 6439, 1919]",sap,21672
complex between a diaminocarbene and potassium HMDS . This complex was formed when,"[4280, 1546, 263, 652, 9103, 542, 279, 29890, 1600, 322, 3104, 465, 1974, 379, 5773, 29903, 869, 910, 4280, 471, 8429, 746]",Plugin,16288
@-@ Masan road . It came through,"[732, 29899, 29992, 8622, 273, 6520, 869, 739, 2996, 1549]",�,177
"mph ) . However , they cannot be used","[286, 561, 1723, 869, 2398, 1919, 896, 2609, 367, 1304]",SER,26996
"when spotted . Lastly , increased","[746, 805, 15048, 869, 9208, 368, 1919, 11664]",thin,16835
the Late Period place a greater stress upon,"[278, 23089, 29498, 2058, 263, 7621, 22884, 2501]",committee,21118
age of floating globules of water to inform the physics of the blood particles .,"[482, 310, 16526, 13149, 2540, 310, 4094, 304, 1871, 278, 17558, 310, 278, 10416, 17105, 869]",export,5609
"# 2 . It won the Grammy Award for Album of the Year ,","[396, 29871, 29906, 869, 739, 2113, 278, 16878, 1357, 7526, 363, 10217, 310, 278, 8905, 1919]",л,29944
"home in Versailles and is buried at Cemetery of Notre Dame , at Versailles . Sixty @-@ one of his letters , written","[3271, 297, 10138, 29874, 7545, 322, 338, 18550, 472, 315, 22875, 310, 24337, 360, 420, 1919, 472, 10138, 29874, 7545, 869, 6101, 29312, 732, 29899, 29992, 697, 310, 670, 8721, 1919, 3971]",Theory,24134
"the office workers compete against each other for a $ 2 @,@ 000 prize .","[278, 8034, 17162, 752, 2650, 2750, 1269, 916, 363, 263, 395, 29871, 29906, 732, 29892, 29992, 29871, 29900, 29900, 29900, 26836, 869]",ново,29525
aster Rovers in the Second Division . They finished in 10th position in the league and reached the,"[1901, 1528, 874, 297, 278, 6440, 7946, 869, 2688, 7743, 297, 29871, 29896, 29900, 386, 2602, 297, 278, 13225, 322, 7450, 278]",mp,1526
Olympics : Women 's 20 km added,"[16373, 584, 10152, 525, 29879, 29871, 29906, 29900, 2383, 2715]",поддер,26400
ēdā ) is an arcade video game,"[30230, 29881, 30107, 1723, 338, 385, 564, 6332, 4863, 3748]",rob,10832
the Boat Race prior to this year,"[278, 1952, 271, 23613, 7536, 304, 445, 1629]",rarely,23703
to numerous players seeking to train with him,"[304, 12727, 10769, 25738, 304, 7945, 411, 1075]",pl,572
"was second in wins , bases on balls ( walks ) allowed ( 45 ) , and strikeouts . He was also first in the Southern League in","[471, 1473, 297, 21614, 1919, 22561, 373, 26563, 313, 17042, 2039, 1723, 6068, 313, 29871, 29946, 29945, 1723, 1919, 322, 21283, 17718, 869, 940, 471, 884, 937, 297, 278, 14234, 5165, 297]",checkbox,12348
ta and Jadavpur University are prestigious technical universities . Visva @-@ Bharati University at Santiniketan is a,"[941, 322, 435, 328, 485, 15503, 3014, 526, 544, 5286, 2738, 16905, 4946, 1907, 869, 5741, 1564, 732, 29899, 29992, 350, 8222, 2219, 3014, 472, 4169, 262, 638, 300, 273, 338, 263]",希,31841
endant and the defendant 's attorney may be forbidden to view certain evidence used against the defendant,"[5818, 322, 278, 822, 5818, 525, 29879, 1098, 25252, 1122, 367, 19752, 4215, 304, 1776, 3058, 10757, 1304, 2750, 278, 822, 5818]",⊤,31771
"2013 , the developers at Raven Software released the source code for the game on SourceForge","[29906, 29900, 29896, 29941, 1919, 278, 18777, 472, 390, 3496, 18540, 5492, 278, 2752, 775, 363, 278, 3748, 373, 7562, 2831, 479]",Attributes,15801
"Genoese , securing their aid against","[5739, 29877, 968, 1919, 409, 2764, 292, 1009, 16226, 2750]",Tex,8490
"the death toll caused by conflicts with Indians ,","[278, 4892, 304, 645, 8581, 491, 28792, 411, 17072, 1919]",icago,9384
"illery "" , according to Bylinski . By","[19486, 376, 1919, 5034, 304, 2648, 1915, 2574, 869, 2648]",бря,5542
"icycles , automobiles , and","[4245, 7799, 1919, 3345, 711, 5475, 1919, 322]",://,597
Seas Fleet for three years .,"[922, 294, 13859, 300, 363, 2211, 2440, 869]",Donald,28080
prisoners and the Maze Prison escape in 1983 the prison,"[22979, 322, 278, 17326, 29872, 1588, 2285, 10169, 297, 29871, 29896, 29929, 29947, 29941, 278, 8475]",selon,14864
"in Baker 's predecessor case , Colegrove v. Green","[297, 22652, 525, 29879, 27978, 985, 272, 1206, 1919, 3189, 1397, 307, 345, 325, 29889, 7646]",contin,2145
ununoctium and livermorium . His calculations suggested that it might be possible to make these two elements by fusing lead with krypton under,"[443, 9447, 312, 1974, 322, 619, 369, 12257, 1974, 869, 3600, 17203, 7829, 393, 372, 1795, 367, 1950, 304, 1207, 1438, 1023, 3161, 491, 285, 4746, 3275, 411, 413, 4641, 265, 1090]",称,31685
"On both approaches , the dropoff is steep enough for Highway 82 to require a 6","[1551, 1716, 13501, 1919, 278, 4441, 1129, 600, 338, 1886, 1022, 3307, 363, 22080, 29871, 29947, 29906, 304, 1996, 263, 29871, 29953]",ð,30189
"one hundred families of plants , helping to","[697, 6893, 13175, 310, 18577, 1919, 19912, 304]",nom,2245
"oused his daughter , Alice , to William","[26165, 670, 8750, 1919, 16308, 1919, 304, 4667]",tone,16225
the ornamentation of medieval religious and secular works . The style is still,"[278, 15937, 1166, 362, 310, 27690, 12962, 322, 5226, 1070, 1736, 869, 450, 3114, 338, 1603]",dtype,26688
"υκτος , Hagios Polyeuktos ) was an ancient Byzantine church in Constantinople ( now Istanbul , Turkey )","[30192, 30173, 30137, 27578, 1919, 379, 351, 2363, 2043, 4099, 29884, 1193, 359, 1723, 471, 385, 12297, 2648, 29920, 20578, 6586, 297, 23194, 1991, 313, 1286, 11066, 273, 8645, 1919, 26459, 1723]",fotograf,26185
" According to H. H. Scullard , however , Augustus 's power was based on the exercise of "" a predominant military power and","[29871, 7579, 304, 379, 29889, 379, 29889, 2522, 913, 538, 1919, 3138, 1919, 3111, 375, 525, 29879, 3081, 471, 2729, 373, 278, 15058, 310, 376, 263, 758, 24130, 424, 9121, 3081, 322]",französischen,28244
and received an elaborate ceremonial burial in the Giza Necropolis at the behest of,"[322, 4520, 385, 19430, 5147, 9857, 616, 6866, 616, 297, 278, 402, 6619, 405, 687, 10759, 275, 472, 278, 2306, 342, 310]",Show,8964
might have been reduced had the fire service responded promptly . They claimed that the fire brigade failed to,"[1795, 505, 1063, 12212, 750, 278, 3974, 2669, 10049, 287, 9508, 368, 869, 2688, 17049, 393, 278, 3974, 16724, 1943, 5229, 304]",вор,14593
Butcher 's Arms Ground . He,"[1205, 4630, 525, 29879, 826, 1516, 1632, 618, 869, 940]",MW,25365
August 1944 . (,"[3111, 29871, 29896, 29929, 29946, 29946, 869, 313]",expedition,24431
"kW ) and 81 @,","[26226, 1723, 322, 29871, 29947, 29896, 732, 29892]",calling,5432
ner . In 1904 the composer Vincent d 'Indy produced,"[1089, 869, 512, 29871, 29896, 29929, 29900, 29946, 278, 18422, 19748, 270, 525, 2568, 29891, 7371]",біль,21057
"2001 , and he and Richards were married the same year","[29871, 29906, 29900, 29900, 29896, 1919, 322, 540, 322, 4385, 3163, 892, 8300, 278, 1021, 1629]",coff,19785
"ten national Scout Activity Centres of the Scout Association , with Baden @-@ Powell House , Downe , Great Tower , Youlbury ,","[3006, 4797, 2522, 449, 13414, 2895, 690, 310, 278, 2522, 449, 7993, 1919, 411, 21311, 732, 29899, 29992, 12265, 514, 5619, 1919, 26028, 484, 1919, 7027, 23615, 1919, 887, 29880, 11059, 1919]",Pri,8289
"Apokaukos of his offices , and against the counsel of his friends , he pardoned his protégé . Apokaukos","[6225, 554, 585, 29895, 359, 310, 670, 25222, 1919, 322, 2750, 278, 2613, 2838, 310, 670, 7875, 1919, 540, 282, 20342, 287, 670, 17512, 2445, 29948, 869, 6225, 554, 585, 29895, 359]",ucker,29583
"riving during the summer were Norwegian duo Erik Nevland and Henning Berg , who signed from Viking and Blackburn Rovers respectively . Both players would","[1150, 292, 2645, 278, 11801, 892, 27990, 868, 29877, 23599, 26572, 1049, 322, 4114, 1076, 9827, 1919, 1058, 8794, 515, 18503, 292, 322, 6054, 18712, 1528, 874, 8307, 869, 9134, 10769, 723]",yourself,7535
ajol as Anjali Sharma : The tomboy girl in college and the best friend of Rahul,"[1175, 324, 408, 530, 29926, 2606, 1383, 22824, 584, 450, 6454, 19415, 7826, 297, 12755, 322, 278, 1900, 5121, 310, 16790, 352]",a,29874
". The per capita income for the county was $ 16 @,@ 543 .","[869, 450, 639, 2117, 2028, 17869, 363, 278, 15178, 471, 395, 29871, 29896, 29953, 732, 29892, 29992, 29871, 29945, 29946, 29941, 869]",Grid,5756
a star where material is gravitationally bound to,"[263, 5810, 988, 5518, 338, 8310, 7018, 635, 3216, 304]",cap,5030
"ings and claims since it began operation and , like","[886, 322, 16726, 1951, 372, 4689, 5858, 322, 1919, 763]",när,20053
back @-@ facing the screen .,"[1250, 732, 29899, 29992, 14870, 278, 4315, 869]",när,20053
ends with all 50 Tucker,"[10614, 411, 599, 29871, 29945, 29900, 323, 29583]",H,75
"difficult CPU @-@ controlled enemies . Additionally , players can select three of their","[5189, 10808, 732, 29899, 29992, 20704, 22595, 869, 19814, 1919, 10769, 508, 1831, 2211, 310, 1009]",fin,4951
ide ( Temposil ) works in the same way as disulfiram,"[680, 313, 6789, 1066, 309, 1723, 1736, 297, 278, 1021, 982, 408, 766, 16302, 381, 314]",había,10990
"At the 1921 rally at the site , following a campaign by poet @-@ politician Ventura Gassol , Pi Jove was","[2180, 278, 29871, 29896, 29929, 29906, 29896, 364, 635, 472, 278, 3268, 1919, 1494, 263, 11531, 491, 9821, 732, 29899, 29992, 14099, 21141, 2002, 402, 465, 324, 1919, 7362, 435, 994, 471]",•,30119
"critical response , theaters reported 80 @-@ percent occupancy for its opening weekend . Chak De ! India topped the Indian box office","[12187, 2933, 1919, 278, 10412, 8967, 29871, 29947, 29900, 732, 29899, 29992, 10151, 6919, 6906, 363, 967, 8718, 4723, 355, 869, 678, 557, 897, 1738, 7513, 304, 2986, 278, 7560, 3800, 8034]",Does,25125
in France in the second half of the sixteenth century . Catherine later herself employed Primaticcio to design her,"[297, 3444, 297, 278, 1473, 4203, 310, 278, 4832, 19839, 6462, 869, 21688, 2678, 8735, 15723, 9724, 2454, 3934, 304, 2874, 902]",Size,21179
-@ propelled anti @-@ tank guns,"[29899, 29992, 3107, 14356, 9418, 732, 29899, 29992, 23735, 18788]",’,30010
bricks are formed from clays or shales,"[1506, 7358, 526, 8429, 515, 1067, 1036, 470, 528, 2122]",ila,4233
married Mary Ann Simpson ( March ,"[8300, 6182, 8081, 3439, 11869, 313, 4779, 29871]",manually,7522
: 1996 – ,"[584, 29871, 29896, 29929, 29929, 29953, 785, 29871]",calcul,15807
( 17 @.@ 7,"[313, 29871, 29896, 29955, 732, 21240, 29871, 29955]",}}%,15858
"the city as of 2008 ( 105 @,","[278, 4272, 408, 310, 29871, 29906, 29900, 29900, 29947, 313, 29871, 29896, 29900, 29945, 732, 29892]",ViewModel,15166
. The House was expected to be dissolved on the advice of the Prime Minister,"[869, 450, 5619, 471, 3806, 304, 367, 23556, 1490, 373, 278, 9848, 310, 278, 15512, 7668]",Technology,17968
"creek with earthquake debris , reducing the creek to its present size . During World War II , it served as docking areas for large","[907, 1416, 411, 8437, 339, 1296, 316, 1182, 275, 1919, 27668, 278, 907, 1416, 304, 967, 2198, 2159, 869, 7133, 2787, 3362, 1944, 1919, 372, 6766, 408, 23630, 292, 10161, 363, 2919]",forg,18879
lya Kovalchuk in November 2007 and the first time a Canucks player,"[368, 29874, 476, 10611, 305, 2679, 297, 3979, 29871, 29906, 29900, 29900, 29955, 322, 278, 937, 931, 263, 1815, 2707, 29879, 4847]",стан,5151
"during part of the attack , based on the pattern of blood on her clothing . Five of the shots","[2645, 760, 310, 278, 5337, 1919, 2729, 373, 278, 4766, 310, 10416, 373, 902, 1067, 6046, 869, 22853, 310, 278, 528, 1862]",",‎",16006
"eaten by herbivores , thus completing the cycle . It is thus possible that there is a","[321, 2579, 491, 902, 29890, 440, 2361, 1919, 4550, 1614, 1259, 278, 11412, 869, 739, 338, 4550, 1950, 393, 727, 338, 263]",link,2324
Carl Michael Bellmans skrifter . 1,"[8965, 5765, 10914, 21555, 2071, 9710, 357, 869, 29871, 29896]",terrible,16403
"calculated , and writes : "" Many of","[12833, 1919, 322, 15873, 584, 376, 9267, 310]",ashington,7321
"atham Dockyard , where a complete destroyer was constructed by joining the","[493, 314, 360, 1698, 19852, 1919, 988, 263, 4866, 8174, 261, 471, 13319, 491, 22960, 278]",unusual,22910
"calling them "" filthy "" , but noted "" none of [ this ] should","[5432, 963, 376, 977, 21155, 376, 1919, 541, 11682, 376, 5642, 310, 518, 445, 4514, 881]",Jan,2627
Grand Cross of the Order of Saint @-@ Charles ( July 25,"[6265, 11189, 310, 278, 8170, 310, 4107, 732, 29899, 29992, 5322, 313, 5468, 29871, 29906, 29945]",Familie,14957
"River . The park includes restrooms , picnic tables , and a variety of rare plants . In 2014 a new disc golf course was built","[6163, 869, 450, 14089, 7805, 1791, 18901, 1919, 11942, 7823, 6131, 1919, 322, 263, 12875, 310, 10812, 18577, 869, 512, 29871, 29906, 29900, 29896, 29946, 263, 716, 2313, 29416, 3236, 471, 4240]",austral,19827
"Soviet Union into the anti @-@ British bloc failed after inconclusive talks between Hitler and Molotov in Berlin in November , and he ordered","[15308, 7761, 964, 278, 9418, 732, 29899, 29992, 4908, 289, 2029, 5229, 1156, 22629, 7009, 573, 5969, 2039, 1546, 23151, 322, 10750, 327, 586, 297, 5115, 297, 3979, 1919, 322, 540, 10372]",tutte,25301
"orr 's screens . One of them was identified as a boiler , identical to those shown in pictures from","[25891, 525, 29879, 11844, 869, 3118, 310, 963, 471, 15659, 408, 263, 1045, 3955, 1919, 13557, 304, 1906, 4318, 297, 14956, 515]",tutte,25301
have four electrons in the outermost p @-@ subshell ) . Elements with similar chemical properties generally,"[505, 3023, 27149, 297, 278, 11420, 3242, 282, 732, 29899, 29992, 1014, 15903, 1723, 869, 10619, 29879, 411, 2788, 22233, 4426, 6892]",internationale,20110
"1926 from Anderson , Indiana ,","[29871, 29896, 29929, 29906, 29953, 515, 17483, 1919, 21817, 1919]",това,22391
". His older brother , Bob Crumley ,","[869, 3600, 9642, 8099, 1919, 7991, 315, 5848, 2330, 1919]",Ruby,15847
who lead hidden or double lives in science fiction .,"[1058, 3275, 7934, 470, 3765, 12080, 297, 10466, 24159, 869]",gression,11476
"on the fourth day after the incident , and by the fifth day Slotin","[373, 278, 11582, 2462, 1156, 278, 15134, 1919, 322, 491, 278, 18615, 2462, 317, 8276, 262]",ɾ,30542
( 6 @.@ 2 – 8 @.@ 2 by ,"[313, 29871, 29953, 732, 21240, 29871, 29906, 785, 29871, 29947, 732, 21240, 29871, 29906, 491, 29871]",Dark,15317
"raint , he compiled 104 with an emphasis on off side play","[5270, 1919, 540, 13126, 29871, 29896, 29900, 29946, 411, 385, 19310, 275, 373, 1283, 2625, 1708]",benef,7795
"ades of Muslim immigration to Europe , recent political struggles , violent incidents such as September 11 and a string of Islamist terrorist attacks and","[3076, 310, 23772, 5198, 16783, 304, 4092, 1919, 7786, 8604, 10205, 793, 1919, 24252, 5528, 16719, 1316, 408, 3839, 29871, 29896, 29896, 322, 263, 1347, 310, 16427, 391, 15115, 391, 16661, 322]",ros,1883
"In 1998 , the New York Committee to Celebrate National Tap Dance Day and the Young People 's Tap Conference honored","[512, 29871, 29896, 29929, 29929, 29947, 1919, 278, 1570, 3088, 12930, 304, 315, 6146, 1182, 403, 3086, 323, 481, 22440, 8373, 322, 278, 10443, 11647, 525, 29879, 323, 481, 16377, 4207, 4395]",anja,23565
"addressed with the subsequent Nevada class . Because of these deficiencies , both ships saw several extensive overhauls over the course of their careers which","[20976, 411, 278, 15352, 26572, 1114, 770, 869, 7311, 310, 1438, 822, 293, 819, 2478, 1919, 1716, 13968, 4446, 3196, 20607, 975, 2350, 7273, 975, 278, 3236, 310, 1009, 2562, 414, 607]",må,21914
"yards ( 9 m ) in 2009 , resulting in the current length of 7 @","[17454, 313, 29871, 29929, 286, 1723, 297, 29871, 29906, 29900, 29900, 29929, 1919, 9819, 297, 278, 1857, 3309, 310, 29871, 29955, 732]",Serge,19068
", preferring to read and build collections of moths and butterflies and objects found on the beach","[1919, 5821, 5393, 304, 1303, 322, 2048, 16250, 310, 25550, 29879, 322, 541, 357, 29888, 3687, 322, 3618, 1476, 373, 278, 25695]",husband,10216
the Gamma Quadrant . The experience left her with a newfound appreciation for not having to wear,"[278, 402, 2735, 751, 7887, 424, 869, 450, 7271, 2175, 902, 411, 263, 716, 11940, 5108, 362, 363, 451, 2534, 304, 19531]",thre,12455
who was present during the interrogation,"[1058, 471, 2198, 2645, 278, 1006, 9102, 362]",ores,2361
Canyon to Carson City .,"[315, 1384, 265, 304, 1704, 1100, 4412, 869]",spect,6683
of the Finnish revolution . The eastern,"[310, 278, 21189, 728, 19479, 869, 450, 18632]",restriction,24345
928 . This was a common occurrence in Orkney at the time,"[29929, 29906, 29947, 869, 910, 471, 263, 3619, 27170, 297, 1394, 29895, 3801, 472, 278, 931]",ili,29040
". In the series finale , Doggett testified on Mulder 's behalf when Mulder was charged with murder . Later , he and Reyes","[869, 512, 278, 3652, 10996, 1919, 18776, 657, 29873, 1243, 2164, 373, 21193, 672, 525, 29879, 2306, 3131, 746, 21193, 672, 471, 20139, 411, 13406, 869, 12699, 1919, 540, 322, 830, 3582]",Vert,11198
Books published some of Conan Doyle 's original collections and novels as,"[13730, 6369, 777, 310, 1281, 273, 1938, 1508, 525, 29879, 2441, 16250, 322, 2420, 1379, 408]",ee,3905
from the medical history and a neurological examination . There is no,"[515, 278, 16083, 4955, 322, 263, 452, 2192, 1188, 936, 4392, 3381, 869, 1670, 338, 694]",chio,19608
— a term Hemingway popularized,"[813, 263, 1840, 20863, 292, 1582, 5972, 1891]",musica,27383
oury at the Tower of London was that it,"[473, 29891, 472, 278, 23615, 310, 4517, 471, 393, 372]",kde,26109
was a feature of Chaplin 's films from,"[471, 263, 4682, 310, 13741, 1915, 525, 29879, 12298, 515]",specifying,22146
"dick / I ain 't gotta power trip , who you goin ' home with ? "" He","[270, 860, 847, 306, 7216, 525, 29873, 2355, 941, 3081, 17487, 1919, 1058, 366, 748, 262, 525, 3271, 411, 1577, 376, 940]",conditional,15047
way through to the HIStory Tour in 1997 . Unlike most of the other songs,"[982, 1549, 304, 278, 379, 29902, 29359, 6371, 297, 29871, 29896, 29929, 29929, 29955, 869, 853, 4561, 1556, 310, 278, 916, 12516]",gel,7467
of Audit Act of 1947 gives this body substantial independence from,"[310, 8612, 277, 3185, 310, 29871, 29896, 29929, 29946, 29955, 4076, 445, 3573, 23228, 21820, 515]",aqu,10592
"and coke production was located , and was fought by the coal mine operators association and its steering committee which included Welborn , president of CF & I ,","[322, 1302, 446, 5802, 471, 5982, 1919, 322, 471, 20722, 491, 278, 17148, 7903, 12768, 15477, 322, 967, 1886, 3241, 21118, 607, 5134, 10458, 4939, 1919, 6673, 310, 17861, 669, 306, 1919]",]{\,21545
CBS television series Nash Bridges .,"[29589, 11456, 3652, 24848, 1771, 333, 2710, 869]",})$,8435
". mongoliensis have also been reported from the Bayan Mandahu Formation , a prolific","[29889, 286, 549, 5079, 6322, 505, 884, 1063, 8967, 515, 278, 6211, 273, 15419, 29017, 3812, 362, 1919, 263, 410, 29880, 928]",Ó,30178
"iday in Australia , over the Blue Mountains , hitting the city and dissipating east of Bondi in the","[22394, 297, 8314, 1919, 975, 278, 10924, 28418, 1919, 29425, 278, 4272, 322, 16317, 666, 1218, 9755, 310, 26370, 29875, 297, 278]",webkit,14085
", the Daily Express sent her to interview","[1919, 278, 23331, 14657, 2665, 902, 304, 15593]",美,30630
"major natural disasters in which many residents of the island left ; in 1975 , 8 @,@ 000 residents left","[4655, 5613, 766, 1901, 29879, 297, 607, 1784, 24060, 310, 278, 11359, 2175, 2056, 297, 29871, 29896, 29929, 29955, 29945, 1919, 29871, 29947, 732, 29892, 29992, 29871, 29900, 29900, 29900, 24060, 2175]",mujer,17075
"ank , the score tied the game at 6","[804, 1919, 278, 8158, 21351, 278, 3748, 472, 29871, 29953]",ceae,23062
. They can be seen in The Guardian video standing next to Tomlinson .,"[869, 2688, 508, 367, 3595, 297, 450, 29429, 4863, 13407, 2446, 304, 4335, 1915, 1100, 869]",UIImage,26200
the scripted opening of the overworld and the,"[278, 2471, 287, 8718, 310, 278, 975, 11526, 322, 278]",erstmals,20090
""" Air Disasters "" documentary series ,","[376, 5593, 3295, 1901, 29879, 376, 1842, 653, 3652, 1919]",Size,3505
. Near to this is the a bridge known as the Chinese Bridge crossing the river,"[869, 26206, 304, 445, 338, 278, 263, 12945, 2998, 408, 278, 10013, 16230, 24067, 278, 8580]",�,170
"es provided by Nazi Germany , without any loyal","[267, 4944, 491, 11409, 29875, 9556, 1919, 1728, 738, 28108]",finales,27538
and continued to devote himself to painting,"[322, 7572, 304, 2906, 866, 3654, 304, 20413]",Apost,22468
"was shot by her then @-@ husband , Kazuaki Kiriya ; it features Utada washing dishes and drinking water . It was","[471, 10322, 491, 902, 769, 732, 29899, 29992, 10216, 1919, 476, 13581, 9940, 476, 12737, 3761, 2056, 372, 5680, 14950, 1114, 471, 2790, 270, 17006, 322, 13748, 292, 4094, 869, 739, 471]",dov,27698
"standby to fly to possible crash sites . ""","[2317, 1609, 304, 11340, 304, 1950, 8095, 11840, 869, 376]",Sta,7434
"posed James , Massachusetts Puritan leaders orchestrated an uprising and arrested","[4752, 5011, 1919, 16167, 15247, 8929, 20251, 22624, 16444, 630, 385, 318, 558, 5921, 322, 24383]",config,2295
" Early attempts to control the water levels were possibly made by the Romans ( although records only date from the 13th century ) , but were not","[29871, 11095, 14734, 304, 2761, 278, 4094, 11174, 892, 10075, 1754, 491, 278, 6033, 550, 313, 5998, 6475, 871, 2635, 515, 278, 29871, 29896, 29941, 386, 6462, 1723, 1919, 541, 892, 451]",encourag,18443
ymes on top of one another in,"[962, 267, 373, 2246, 310, 697, 1790, 297]",ach,3657
"could be said . However , Walker provides","[1033, 367, 1497, 869, 2398, 1919, 19512, 8128]",\{,9991
"long @-@ distance running . In 1975 , Ondekoza was the first taiko group to tour in the United States .","[1472, 732, 29899, 29992, 5418, 2734, 869, 512, 29871, 29896, 29929, 29955, 29945, 1919, 438, 299, 1416, 29877, 1362, 471, 278, 937, 11062, 10349, 2318, 304, 6282, 297, 278, 3303, 3900, 869]",�,151
"ilet during the ninth inning . While he was off the field , the pitcher threw the ball","[488, 29873, 2645, 278, 17081, 386, 297, 1076, 869, 5806, 540, 471, 1283, 278, 1746, 1919, 278, 15905, 261, 18318, 278, 8287]",рая,18171
"from the FreeBSD virtual file system and network stack , and components of its","[515, 278, 12362, 29933, 7230, 6901, 934, 1788, 322, 3564, 5096, 1919, 322, 7117, 310, 967]",gran,3803
with a damage @-@ absorbing shield that regenerates when not taking,"[411, 263, 18658, 732, 29899, 29992, 17977, 10549, 28761, 393, 1072, 759, 1078, 746, 451, 5622]",ião,15912
among 27 competing African countries for the company 's standards of quality and environmental protection in the production of its beer and other beverages .,"[4249, 29871, 29906, 29955, 5100, 292, 11715, 10916, 363, 278, 5001, 525, 29879, 20801, 310, 11029, 322, 29380, 13047, 297, 278, 5802, 310, 967, 367, 261, 322, 916, 367, 369, 1179, 869]",replaced,8611
"compares with 417 @,@ 000 RISC servers ( spread across all RISC vendors ) and 8 @","[752, 5114, 411, 29871, 29946, 29896, 29955, 732, 29892, 29992, 29871, 29900, 29900, 29900, 390, 3235, 29907, 12424, 313, 9677, 4822, 599, 390, 3235, 29907, 9691, 943, 1723, 322, 29871, 29947, 732]",fueron,12004
", the section remained unsafe for use as","[1919, 278, 4004, 9488, 25110, 363, 671, 408]",bach,6740
"@ firing guns , each mounted in MPL C / 06 @.@ 11 casemates","[29992, 25948, 18788, 1919, 1269, 19239, 297, 341, 7390, 315, 847, 29871, 29900, 29953, 732, 21240, 29871, 29896, 29896, 3209, 331, 1078]",Token,25159
".@ 2 out of 10 . According to the website , the film 's critical consensus is","[21240, 29871, 29906, 714, 310, 29871, 29896, 29900, 869, 7579, 304, 278, 4700, 1919, 278, 2706, 525, 29879, 12187, 1136, 8841, 338]",Ре,7222
"didn 't exist , like I wasn 't there . What am I supposed to do ? ... It 's just a little bit of respect , you give","[3282, 525, 29873, 1863, 1919, 763, 306, 9007, 525, 29873, 727, 869, 1724, 626, 306, 7424, 304, 437, 1577, 2023, 739, 525, 29879, 925, 263, 2217, 2586, 310, 3390, 1919, 366, 2367]",Bei,10632
"on August 22 , Bates slipped on wet grass and suffered a","[373, 3111, 29871, 29906, 29906, 1919, 350, 1078, 20662, 2986, 373, 7990, 17455, 322, 17654, 263]",oved,8238
Lewis does sexy and upbeat like Jedward do singing in tune,"[15037, 947, 409, 3594, 322, 701, 915, 271, 763, 18847, 1328, 437, 23623, 297, 260, 1540]",Australian,9870
She is later shown developing a method of ' Metalbending ' by detecting,"[2296, 338, 2678, 4318, 14338, 263, 1158, 310, 525, 24992, 29890, 2548, 525, 491, 6459, 292]",!\,9903
