question,question_ids,answer,answer_ids
"ad's husband Ordway Tead served as chairman of the board of trustees. The school gradually improved its academic scope and standing, and was","[308, 204, 18, 94, 4723, 20261, 989, 1429, 308, 5410, 345, 17686, 275, 248, 3440, 275, 43351, 204, 25, 390, 1473, 13602, 6899, 701, 6836, 9746, 273, 6268, 204, 23, 273, 398]",ELE,58732
" on the road as it was in 1964, based on the alignment that existed at the time, and do not necessarily reflect current mileage.","[313, 248, 3006, 345, 334, 398, 272, 204, 3954, 31, 204, 23, 1934, 313, 248, 18672, 325, 16270, 388, 248, 601, 204, 23, 273, 441, 416, 8482, 4465, 1539, 31011, 204, 25]", NOW,20018
" sections Oslo – Stockholm and Gothenburg – Copenhagen, Linx operated X2 electric multiple units","[9866, 44539, 204, 600, 30033, 273, 16499, 473, 6684, 204, 600, 37222, 204, 23, 8329, 99, 13388, 1876, 29, 4782, 3381, 6398]", disfr,31669
 Empire concluded the Peace of Bautzen in January 1018. Later,"[14569, 13494, 248, 13488, 275, 341, 1197, 2864, 272, 3675, 204, 7990, 35, 204, 25, 15743]", slew,43271
", titanium, carbon, oxygen, silicon, and others, are required to produce","[204, 23, 40277, 204, 23, 7151, 204, 23, 11913, 204, 23, 33224, 204, 23, 273, 1885, 204, 23, 362, 2554, 271, 4634]",doesn,64282
" a bandaged Ron repeatedly berates Leslie, prompting Ann to insist Tom come forward. Tom admits he shot Ron, and that Leslie covered for him","[241, 4129, 3583, 10173, 15432, 9400, 750, 33991, 204, 23, 41637, 5142, 271, 21861, 5736, 1239, 2662, 204, 25, 5736, 29702, 332, 4556, 10173, 204, 23, 273, 325, 33991, 5178, 312, 801]", turnout,40986
 no stations reported gale force winds or,"[658, 11226, 3713, 294, 895, 4091, 17449, 379]",alte,58593
" cancer in childhood and the most common cancer in infancy, with an incidence of","[4693, 272, 10279, 273, 248, 758, 2260, 4693, 272, 53489, 204, 23, 335, 267, 22002, 275]", Dj,25364
" reign. As the fate of the Earth hangs in the balance, Raven, with the help of Professor X, must lead the X @","[19274, 204, 25, 1130, 248, 15986, 275, 248, 6490, 38506, 272, 248, 5068, 204, 23, 33106, 204, 23, 335, 248, 733, 275, 8540, 1876, 204, 23, 1309, 1210, 248, 1876, 204, 43]",VC,13085
000 civilians in East Timor. This is,"[1321, 24462, 272, 4704, 6349, 252, 204, 25, 735, 304]",Multi,25184
. The World Health Organization recommends a daily intake of 250 µg for pregnant and breastfeeding women. As,"[204, 25, 390, 2889, 2824, 13394, 19612, 241, 3568, 14250, 275, 204, 5909, 61983, 312, 10467, 273, 29883, 1920, 204, 25, 1130]", Lors,43803
", the High Priestess, Death and","[204, 23, 248, 3132, 33594, 368, 204, 23, 11978, 273]", LIMIT,51566
" Vogler proposes and succeeds in obtaining Wilson's dismissal, but Wilson is soon reinstated thanks to","[39133, 2239, 33911, 273, 47848, 272, 16503, 11919, 204, 18, 94, 40399, 204, 23, 480, 11919, 304, 2538, 37147, 522, 4068, 271]", Keeper,51647
 sanctioned the killing of his uncle. It was,"[51756, 248, 10103, 275, 545, 18568, 204, 25, 605, 398]",::,1504
" before heading north of an office park and reaching an interchange with I @-@ 95. Following this interchange, PA 332 becomes a two","[996, 10563, 6775, 275, 267, 2805, 3707, 273, 10255, 267, 31440, 335, 295, 204, 43, 24, 43, 204, 3840, 204, 25, 14928, 414, 31440, 204, 23, 8348, 204, 33580, 5271, 241, 847]", HE,12740
" opened in March 2010. Livingstone's successor, Boris Johnston, favours","[5177, 272, 3102, 204, 626, 27, 204, 25, 10597, 8075, 204, 18, 94, 30713, 204, 23, 35839, 42415, 204, 23, 5203, 1466]", nit,13307
" system. Umbricht was drafted by the Colt.45s in 1962, and became","[1092, 204, 25, 49117, 14059, 398, 28585, 431, 248, 64692, 204, 25, 2617, 94, 272, 204, 3954, 29, 204, 23, 273, 3569]", Belle,27964
"( 1 @,@ ","[19, 204, 28, 204, 43, 23, 43, 204]",immung,47919
u Pani. R. Ilangovan of Frontline stated that while,"[96, 337, 4410, 204, 25, 382, 25, 4390, 642, 19872, 275, 10469, 888, 6293, 325, 1093]", translator,38034
" "" data recorder did not record anything on the day of the accident,","[204, 13, 1211, 43670, 826, 416, 2081, 2087, 313, 248, 1002, 275, 248, 5764, 204, 23]",ided,2563
" been absorbed into Japanese artistic culture,","[650, 22185, 679, 6944, 14219, 3922, 204, 23]", MS,7714
"'s Marie Curie : A Life, which emphasizes Marie's role as a feminist","[204, 18, 94, 17275, 7739, 396, 204, 37, 317, 4880, 204, 23, 585, 33120, 17275, 204, 18, 94, 2836, 345, 241, 27291]",assign,36031
", it took six years for Harrison to find an editor willing to accept the story ; when Aldiss bought it for an anthology, Carnell agreed to","[23, 334, 2065, 2972, 909, 312, 23673, 271, 931, 267, 6862, 5329, 271, 2624, 248, 1962, 204, 38, 635, 19934, 740, 5659, 334, 312, 267, 47983, 204, 23, 23129, 433, 7213, 271]", cuad,49200
"= π, the nonterminating decimal representation","[40, 55504, 204, 23, 248, 1462, 21233, 773, 39559, 11402]",RS,7679
" A special Fire Court was set up to deal with disputes between tenants and landlords and decide who should rebuild,","[317, 1733, 5848, 4941, 398, 889, 510, 271, 2066, 335, 23386, 1192, 22646, 273, 39655, 273, 5221, 569, 808, 17789, 204, 23]", ceremonies,33808
" the Middle Stone Age. In the same area, an unusually large ( 18 @-@ metre or 59 @-@ foot","[248, 8705, 10245, 10374, 204, 25, 529, 248, 1144, 1766, 204, 23, 267, 39423, 1902, 204, 19, 204, 1121, 204, 43, 24, 43, 54713, 379, 204, 5587, 204, 43, 24, 43, 2772]", fish,5291
 Mayor Ralph J. Perk.,"[15973, 20797, 462, 25, 2403, 86, 204, 25]",�,13019
" Atlantic hurricane season, Florence developed from a tropical wave in the eastern Atlantic Ocean on September 3.","[14130, 30405, 2120, 204, 23, 26115, 4027, 427, 241, 17512, 8564, 272, 248, 16896, 14130, 13146, 313, 3278, 204, 30, 204, 25]",azel,51357
 is haunted by the ghost of Elinore Knott. Author Karen Stevens,"[304, 33541, 431, 248, 13613, 275, 2346, 242, 376, 7929, 1470, 204, 25, 6974, 19086, 30814]", autob,59868
 65 mph ( 100 km / h ). It,"[204, 4224, 24846, 204, 19, 204, 1425, 8027, 204, 26, 278, 204, 20, 204, 25, 605]", acab,34349
"6, Martin and his son, Giles Martin, remixed ","[33, 204, 23, 7772, 273, 545, 1990, 204, 23, 63536, 7772, 204, 23, 850, 9160, 204]", Locke,42356
 appearance fees in post @-@ Tour criteriums to help secure his financial future after retirement.,"[6668, 6335, 272, 1106, 204, 43, 24, 43, 7488, 2406, 246, 50501, 271, 733, 4952, 545, 2785, 2108, 852, 9517, 204, 25]", Accordingly,37381
" At the beginning of the Cultural Revolution, having gained the support of leftist radicals in Beijing, Liu successfully overthrew his superior Wei Heng and became","[1570, 248, 4118, 275, 248, 19684, 15999, 204, 23, 1728, 10345, 248, 1164, 275, 56640, 37557, 272, 19630, 204, 23, 27830, 7818, 648, 420, 2340, 545, 8975, 36259, 370, 1272, 273, 3569]", Projek,47714
". Johnson retained his first team place, making 48 appearances and scoring","[204, 25, 7822, 23421, 545, 772, 1255, 1237, 204, 23, 1591, 204, 3654, 19893, 273, 14507]",Ready,22395
 at number thirty @-@ one on the UK Singles Chart. Cher promoted the song through appearances at,"[388, 1386, 12923, 204, 43, 24, 43, 532, 313, 248, 3824, 34901, 18134, 204, 25, 14576, 18032, 248, 3172, 788, 19893, 388]", anxiously,61160
" and behaviour, often with extensive quotations from printed sources or correspondents. Those who provided skins or information are acknowledged. The species are grouped into families","[273, 11390, 204, 23, 1764, 335, 7951, 49859, 427, 10143, 5331, 379, 6334, 586, 204, 25, 7079, 569, 2930, 31257, 379, 1150, 362, 18259, 204, 25, 390, 6114, 362, 38021, 679, 4441]", preg,21540
"elle region, and sent its first elements into combat at St. Remy in the Vosges Mountains on 1 November 1944. The division","[3177, 4145, 204, 23, 273, 2279, 701, 772, 4803, 679, 9902, 388, 574, 25, 3848, 100, 272, 248, 63100, 2771, 23418, 313, 204, 28, 3895, 204, 5387, 31, 204, 25, 390, 9936]",ь,21271
" Dave ended up playing the sax line in fuzz guitar and it took the song a step further. "" The band then began to perform the new track in","[12623, 5738, 510, 3133, 248, 38935, 1739, 272, 63309, 9556, 273, 334, 2065, 248, 3172, 241, 2006, 2515, 204, 25, 204, 13, 390, 4129, 832, 3465, 271, 1500, 248, 627, 2540, 272]", PPP,47452
18 and 19. The two unused Saturn Vs became museum exhibits at the John F. Kennedy Space Center,"[1121, 273, 204, 660, 204, 25, 390, 847, 27837, 33670, 27516, 3569, 9427, 23280, 388, 248, 2345, 378, 25, 16418, 9058, 3195]",onies,28144
" married Annie Stacy Lloyd, daughter of Major General Banastyre Pryce Lloyd","[6143, 26313, 56018, 26088, 204, 23, 5195, 275, 12461, 4860, 11688, 11227, 244, 56996, 333, 26088]", shocked,16173
" board, 111 died in the accident and 185 survived. Despite the deaths, the accident is considered a prime example of successful crew resource management","[3440, 204, 23, 204, 11282, 4841, 272, 248, 5764, 273, 204, 11127, 16309, 204, 25, 10744, 248, 10573, 204, 23, 248, 5764, 304, 3558, 241, 9079, 1945, 275, 4063, 8994, 6406, 2579]", rabbits,33460
", the perpetrator could be held as an accomplice. Damnum iniuria datum focussed on","[204, 23, 248, 14322, 27069, 765, 314, 3053, 345, 267, 6093, 474, 204, 25, 8901, 9863, 58156, 37360, 2964, 381, 59199, 313]",oi,5214
"May, Chief of Staff of the Strategic Air Forces. First Lieutenant J. Ivan Potts served as","[5527, 204, 23, 7825, 275, 10745, 275, 248, 22060, 3780, 24411, 204, 25, 3835, 35468, 462, 25, 29712, 7365, 915, 5410, 345]",ares,3682
 tournament. He made his first appearance at the Winter Olympics in 1994,"[11693, 204, 25, 707, 1021, 545, 772, 6668, 388, 248, 11451, 20591, 272, 204, 1840, 31]",具有,58043
 next postings included various adjutant and quartermaster roles at battery and brigade level in the 2nd and 3rd Military Districts. Later he,"[1407, 44283, 3345, 2458, 23361, 320, 384, 273, 5273, 13166, 8669, 388, 6308, 273, 53746, 1445, 272, 248, 204, 29, 343, 273, 204, 30, 5138, 17553, 4534, 14104, 204, 25, 15743, 332]", but,480
 his poetic efforts. The book was,"[545, 34944, 4849, 204, 25, 390, 1204, 398]", Mw,50291
