question,answer,question_ids,answer_ids
 was described as a dance and club song. The lyrics describes Suzuki's celebration of her career and music ; it also emphasizes minor themes of love,",","[398, 5383, 345, 241, 7070, 273, 4230, 3172, 204, 25, 390, 16863, 11117, 38641, 204, 18, 94, 11670, 275, 573, 3579, 273, 2298, 204, 38, 334, 614, 33120, 6167, 11277, 275, 1163]","[204, 23]"
" high electrical demand due to the use of air conditioning. Some utilities subsidize the purchase of geothermal heat pumps by their customers, to reduce electricity demand", during the,"[986, 9380, 3444, 2159, 271, 248, 745, 275, 1829, 16563, 204, 25, 2660, 21820, 20685, 907, 248, 3631, 275, 2487, 48962, 3976, 19762, 431, 525, 2536, 204, 23, 271, 4084, 10425, 3444]","[1365, 248]"
"s young. Wolves eat the brown bears they kill, while brown bears seem to only eat young wolves. Wolf interactions with American black bears are much", rarer,"[94, 2115, 204, 25, 42511, 3781, 248, 6537, 16550, 506, 5996, 204, 23, 1093, 6537, 16550, 1479, 271, 736, 3781, 2115, 29619, 204, 25, 11834, 11479, 335, 2281, 2419, 16550, 362, 866]","[1026, 5146]"
" videos ( and Britney's appearances ) where they belonged as fantasy. "" Bobby Hankinson of the Houston Chronicle described the episode as brilliant",",","[5094, 204, 19, 273, 53400, 204, 18, 94, 19893, 204, 20, 881, 506, 26937, 345, 12597, 204, 25, 204, 13, 24021, 34548, 10381, 275, 248, 11429, 39437, 5383, 248, 6699, 345, 9735]","[204, 23]"
) by an angel ; Polish kings were supposed to always carry it in battle to triumph over their enemies. During Boleslaus's invasion of, Kie,"[20, 431, 267, 18046, 204, 38, 20327, 28478, 646, 5873, 271, 1304, 3837, 334, 272, 6201, 271, 23149, 648, 525, 13445, 204, 25, 6599, 341, 4994, 32756, 204, 18, 94, 18042, 275]","[531, 396]"
" @-@ line headstocks, black hardware and DiMarzio pickups. More rarely he also used a BC Rich Ironbird model.", From ,"[204, 43, 24, 43, 1739, 1319, 288, 3751, 204, 23, 2419, 8468, 273, 5497, 7960, 54995, 59461, 204, 25, 2671, 10803, 332, 614, 1042, 241, 12563, 4969, 12091, 15027, 2308, 204, 25]","[3314, 204]"
" bettered only by Jack MacBryan. Bajana hit two half @-@ centuries during the season, scoring 77 against Derbyshire",",","[711, 5428, 736, 431, 4164, 4466, 45, 40286, 204, 25, 51981, 2214, 3246, 847, 2465, 204, 43, 24, 43, 13952, 1365, 248, 2120, 204, 23, 14507, 204, 5472, 1542, 8337, 51908, 10760]","[204, 23]"
" weeks, before dropping out on February 27, 2010. Similarly, the song peaked at number six on the Italian Singles Chart on", July ,"[2927, 204, 23, 996, 15014, 495, 313, 4286, 204, 2102, 204, 23, 204, 626, 27, 204, 25, 19252, 204, 23, 248, 3172, 46531, 388, 1386, 2972, 313, 248, 8103, 34901, 18134, 313]","[3313, 204]"
"/ 6th were deployed to the Middle East where in January 1941, it took part in the first action of the war by Australian ground forces",",","[26, 204, 33, 420, 646, 18964, 271, 248, 8705, 4704, 881, 272, 3675, 204, 5387, 28, 204, 23, 334, 2065, 622, 272, 248, 772, 2696, 275, 248, 2694, 431, 8562, 2853, 6389]","[204, 23]"
@ 360 mi ) at 15 knots ( 28 km / h ; 17 mph ). The ship's, complement was,"[43, 204, 9470, 3554, 204, 20, 388, 204, 1030, 34842, 204, 19, 204, 2086, 8027, 204, 26, 278, 204, 38, 204, 1392, 24846, 204, 20, 204, 25, 390, 5938, 204, 18, 94]","[11314, 398]"
", which gets Sonic arrested. Amy rescues him, but Shadow, Eggman, and the duplicitous Rouge escape to the space colony", ARK,"[23, 585, 3418, 35482, 11132, 204, 25, 16336, 9569, 1022, 801, 204, 23, 480, 22732, 204, 23, 17485, 1342, 204, 23, 273, 248, 16850, 5791, 498, 34075, 9283, 271, 248, 2151, 31424]","[7590, 54]"
 two miles ( 3 @.@ 2 km ) later. It crosses the Black River near the Van Buren – Allegan, county line,"[847, 4794, 204, 19, 204, 30, 204, 43, 25, 43, 204, 29, 8027, 204, 20, 2185, 204, 25, 605, 32954, 248, 3167, 6074, 2578, 248, 7703, 341, 10195, 204, 600, 31529, 959]","[8990, 1739]"
" anything like that "". He had a very clear idea of how he wanted the story line to work : "" There is a narrative going on",",","[2087, 606, 325, 204, 13, 204, 25, 707, 618, 241, 829, 2520, 2163, 275, 672, 332, 2362, 248, 1962, 1739, 271, 633, 204, 37, 204, 13, 1293, 304, 241, 11493, 1089, 313]","[204, 23]"
 wider range of shared characters and were widely followed. The Candollean system reflected his ideas of the progression of morphological complexity and the later classification by Bent,ham and,"[11747, 2393, 275, 4641, 5058, 273, 646, 8626, 4512, 204, 25, 390, 12567, 315, 4032, 1092, 15561, 545, 3318, 275, 248, 17756, 275, 20234, 3069, 14261, 273, 248, 2185, 17873, 431, 23582]","[3656, 273]"
 recaptured by the HV in late 1991 ) and towns never under SAO Western Slavonia control ( such as Grubišno, Polje,"[62853, 1661, 431, 248, 370, 65, 272, 3297, 204, 1840, 28, 204, 20, 273, 14380, 1328, 813, 10064, 58, 7015, 47571, 9899, 1873, 204, 19, 963, 345, 1758, 528, 84, 4256, 2929]","[2513, 3413]"
 13 @.@ 69 g / cm3 when liquid to 14 @.@ 184 g / cm3 when solid ,. The,"[204, 1313, 204, 43, 25, 43, 204, 6186, 294, 204, 26, 6401, 30, 635, 7431, 271, 204, 1279, 204, 43, 25, 43, 204, 11804, 294, 204, 26, 6401, 30, 635, 4820, 204]","[25, 390]"
" command of his platoon of the company. Due to the nature of the country, the only possible approach to the town lay through an open kunai patch", situated directly,"[5129, 275, 545, 62839, 275, 248, 1438, 204, 25, 12768, 271, 248, 3415, 275, 248, 2020, 204, 23, 248, 736, 1777, 3213, 271, 248, 3371, 2815, 788, 267, 1314, 13277, 1418, 11369]","[16792, 3644]"
 Cops investigate arise from opportunities for new crimes presented by the technologically advanced future society the series depicts and from the hostile frontier nature of the environment that the Star C,ops live,"[319, 2379, 12799, 15282, 427, 4269, 312, 627, 12884, 5653, 431, 248, 57273, 5743, 2108, 4662, 248, 2559, 37744, 273, 427, 248, 25679, 38679, 3415, 275, 248, 2453, 325, 248, 5575, 319]","[2379, 1929]"
 itself on top of the ladder following Round 7. In April Storm CEO Mark Evans announced that he will return to England and complete his tenure as CEO in, late June,"[3198, 313, 1246, 275, 248, 22529, 1863, 13254, 204, 34, 204, 25, 529, 3242, 17574, 6533, 5169, 19773, 4734, 325, 332, 451, 1161, 271, 6118, 273, 2615, 545, 25103, 345, 6533, 272]","[3297, 3175]"
" other duties as well, including the management of public contracts and the payment of individuals doing contract work for the state. Any act by the censor that", resulted in,"[599, 12354, 345, 779, 204, 23, 1497, 248, 2579, 275, 1202, 10926, 273, 248, 4622, 275, 3538, 1836, 3027, 633, 312, 248, 1592, 204, 25, 4331, 714, 431, 248, 253, 10652, 325]","[11717, 272]"
" ), and rides her back to the store. Peter decides to over @-@ work Joan on her last night by giving Meg a watermelon", filled with,"[204, 20, 204, 23, 273, 17979, 573, 743, 271, 248, 2946, 204, 25, 6922, 18301, 271, 648, 204, 43, 24, 43, 633, 25188, 313, 573, 1143, 1809, 431, 3582, 21432, 241, 50206]","[5781, 335]"
" biggest sports event ever, the National Games of India. Mysore was the venue for six sports : archery, gymnastics, equestrian",ism ,"[5270, 4548, 1769, 1779, 204, 23, 248, 2926, 8110, 275, 3742, 204, 25, 37591, 376, 398, 248, 12020, 312, 2972, 4548, 204, 37, 619, 34204, 204, 23, 58690, 204, 23, 1520, 53577]","[1189, 204]"
"-@ fledged international pop star with a regular presence atop the charts "". Nick Levine of Digital Spy described the album, as the closest thing", to a,"[24, 43, 22032, 2436, 3502, 1526, 4177, 335, 241, 3000, 5312, 29922, 248, 16484, 204, 13, 204, 25, 9975, 52915, 275, 7121, 35644, 5383, 248, 5026, 204, 23, 345, 248, 14710, 1510]","[271, 241]"
" the time jumps, the remaining survivors are stranded in 1974. Faraday and his group move into the Barracks and under false pretenses ",", join","[248, 601, 25607, 204, 23, 248, 7381, 22198, 362, 40684, 272, 204, 3344, 31, 204, 25, 8760, 54493, 273, 545, 1408, 1822, 679, 248, 27166, 5210, 273, 813, 4039, 2140, 4979, 204]","[23, 4434]"
", that may have hair @-@ like or other projections, 3 pairs of true legs, and additional prolegs ( up to", 5,"[23, 325, 724, 413, 2850, 204, 43, 24, 43, 606, 379, 599, 28853, 204, 23, 204, 30, 14910, 275, 2031, 7415, 204, 23, 273, 3149, 352, 1832, 94, 204, 19, 510, 271]","[204, 32]"
 the city's residents promised that the sound level would approximate noise decibels made by buses. Environmentalists also criticized the filmmakers'request to, tenants of,"[248, 2295, 204, 18, 94, 6127, 12195, 325, 248, 2062, 1445, 631, 32029, 8015, 940, 518, 1097, 1021, 431, 21104, 204, 25, 12932, 1351, 614, 27917, 248, 38279, 204, 18, 2726, 271]","[22646, 275]"
"3 film Crime Story starring Jackie Chan was partly filmed in the deserted Walled City, and includes real scenes of building explosions. A walled neighbourhood called", the Narrow,"[30, 2675, 20024, 9817, 22749, 24222, 20658, 398, 17455, 29818, 272, 248, 44931, 367, 6466, 2681, 204, 23, 273, 3026, 1059, 10463, 275, 2526, 43529, 204, 25, 317, 3058, 269, 27605, 1964]","[248, 60721]"
" new alignment was 8 @.@ 40 miles ( 13 @.@ 52 km ), roughly double that of NY", 23,"[627, 18672, 398, 204, 35, 204, 43, 25, 43, 204, 1738, 4794, 204, 19, 204, 1313, 204, 43, 25, 43, 204, 6265, 8027, 204, 20, 204, 23, 12238, 3923, 325, 275, 6577]","[204, 1871]"
" Dmowski praised the Grand Duke Nicholas's Manifesto to the Polish Nation of 14 August, which vaguely assured the Tsar's", Polish subjects,"[361, 88, 17402, 27294, 248, 5910, 16334, 22629, 204, 18, 94, 38847, 90, 271, 248, 20327, 12327, 275, 204, 1279, 3333, 204, 23, 585, 40508, 13209, 248, 19499, 270, 204, 18, 94]","[20327, 9523]"
archarodontosauridae and Sinraptoridae. Allosauridae has at times been proposed as ancestral to the Tyrannosauridae ( which, would make,"[60428, 349, 669, 39489, 39324, 273, 11406, 344, 444, 252, 39324, 204, 25, 1495, 39489, 39324, 504, 388, 1762, 650, 7100, 345, 46412, 271, 248, 36904, 1068, 39489, 39324, 204, 19, 585]","[631, 717]"
" littered the large, barn @-@ like room on the ground floor. Nonetheless, it was secured and cleaned in preparation for services.", They held,"[64328, 248, 1902, 204, 23, 17887, 204, 43, 24, 43, 606, 1664, 313, 248, 2853, 3717, 204, 25, 24945, 204, 23, 334, 398, 14267, 273, 16623, 272, 9459, 312, 1626, 204, 25]","[1176, 3053]"
" is a major route through Erie County, despite the construction of the paralleling NY 400 expressway from East Aurora. In Cattaraugus", County it,"[304, 241, 2084, 7128, 788, 47765, 3402, 204, 23, 5643, 248, 4474, 275, 248, 38906, 1366, 6577, 204, 5088, 5360, 989, 427, 4704, 33331, 204, 25, 529, 319, 1207, 270, 12889, 359]","[3402, 334]"
". Therefore, unlike their wasp ancestors, most ants travel by walking. Some species are capable of leaping. For example, Jer",don ,"[204, 25, 6928, 204, 23, 11982, 525, 398, 91, 24427, 204, 23, 758, 35651, 2516, 431, 5834, 204, 25, 2660, 6114, 362, 7487, 275, 62744, 204, 25, 1133, 1945, 204, 23, 5574]","[11105, 204]"
". The Joker then allies himself with the alternate reality's Harley Quinn. Together with the Joker Clan, an underground organization founded by Quinn to", honor her,"[204, 25, 390, 43450, 832, 19953, 3448, 335, 248, 18375, 4783, 204, 18, 94, 37459, 27906, 204, 25, 15184, 335, 248, 43450, 52231, 204, 23, 267, 16991, 3834, 9923, 431, 27906, 271]","[8475, 573]"
" School, wherein the key topics of the first two years of a college electrical engineering curriculum were condensed into three months. The instructional effort at College Station was", developed and,"[2793, 204, 23, 24431, 248, 1999, 7245, 275, 248, 772, 847, 909, 275, 241, 4178, 9380, 7727, 13439, 646, 43369, 679, 1373, 2137, 204, 25, 390, 30798, 4023, 388, 4440, 11415, 398]","[4027, 273]"
" salt water river laden with silt whereas the canal contains fresh water. Not only is there a risk of silt entering the canal, but the salt", water cannot,"[5980, 1391, 8095, 47583, 335, 247, 2156, 10206, 248, 21338, 5153, 3469, 1391, 204, 25, 2203, 736, 304, 629, 241, 2481, 275, 247, 2156, 10203, 248, 21338, 204, 23, 480, 248, 5980]","[1391, 2821]"
" object balanced by a force applied by the "" spring reaction force "", which equals the object's weight. Using such tools,", some quantitative,"[2464, 12200, 431, 241, 4091, 5989, 431, 248, 204, 13, 5625, 7678, 4091, 204, 13, 204, 23, 585, 26323, 248, 2464, 204, 18, 94, 2707, 204, 25, 7595, 963, 3435, 204, 23]","[596, 23370]"
. The SEC was said to be examining Axes America. Experts speculated that US investigators were assessing whether there were kickbacks to Olympus officials or whether money, laundering or,"[204, 25, 390, 18529, 398, 746, 271, 314, 22346, 16868, 255, 3328, 204, 25, 25594, 58523, 325, 1571, 23325, 646, 24107, 2303, 629, 646, 6119, 11140, 271, 53947, 6732, 379, 2303, 1569]","[44830, 379]"
" the ridges down the length of the waveguide. This leaves a matrix of square islands, or teeth, on the top and bottom surfaces ",". 
","[248, 5013, 2771, 901, 248, 4198, 275, 248, 8564, 45885, 204, 25, 735, 5646, 241, 13972, 275, 6783, 17729, 204, 23, 379, 7023, 204, 23, 313, 248, 1246, 273, 4532, 12532, 204]","[25, 4610]"
" been released and remains a sore subject for him to discuss. Since the project was nearly finished, they had opted for launch title release instead of starting over",.,"[650, 4171, 273, 5517, 241, 17034, 2828, 312, 801, 271, 2178, 204, 25, 5038, 248, 1441, 398, 4253, 5077, 204, 23, 506, 618, 25465, 312, 5522, 4120, 3586, 3002, 275, 3753, 648]","[204, 25]"
"1980. The hotel remained popular for Houston social events such as debutante balls, barbecues and business meetings, continuing operations as the Sham",rock Hilton,"[2747, 27, 204, 25, 390, 5047, 8895, 2637, 312, 11429, 1788, 2863, 963, 345, 9654, 2478, 12254, 204, 23, 2396, 10319, 1022, 273, 1100, 8008, 204, 23, 9637, 5342, 345, 248, 42906]","[12075, 29048]"
" the offensive. D 'Avalos captured the French outpost at San Angelo, cutting the lines of communication between Pavia and Milan,", while a separate,"[248, 12750, 204, 25, 361, 204, 18, 44, 1687, 363, 12302, 248, 5063, 495, 5554, 388, 3787, 57817, 204, 23, 7043, 248, 4261, 275, 5016, 1192, 337, 23257, 273, 23703, 204, 23]","[1093, 241, 5661]"
" After the defeat, Harald and the Varangian Guard were called back to Constantinople, following Maniakes'imprisonment by the emperor and", the onset of,"[2539, 248, 14287, 204, 23, 3439, 3661, 273, 248, 12973, 642, 715, 9949, 646, 1964, 743, 271, 54747, 667, 204, 23, 1863, 1676, 84, 1113, 204, 18, 37000, 431, 248, 36821, 273]","[248, 22041, 275]"
", a veterans'group. He was appointed to a post at the Philadelphia Mint in 1869, and became chief coiner in 187",6 and superintendent,"[23, 241, 17159, 204, 18, 1408, 204, 25, 707, 398, 12629, 271, 241, 1106, 388, 248, 13050, 25029, 272, 204, 10380, 36, 204, 23, 273, 3569, 7852, 739, 4486, 272, 204, 10661]","[33, 273, 48665]"
 or that it was named by a soldier at Fort Dearborn because it was a place where wolves would gather at night. Originally the term Wolf Point referred to, the west bank,"[379, 325, 334, 398, 5200, 431, 241, 19151, 388, 7369, 27204, 7993, 875, 334, 398, 241, 1237, 881, 29619, 631, 6502, 388, 1809, 204, 25, 35389, 248, 1650, 11834, 7777, 8659, 271]","[248, 9158, 3302]"
" the establishment of new routes, and countries opened up borders to allow trade in mutually agreed goods as per the prevailing free trade agreement. Some old trading route", were reopened during,"[248, 12926, 275, 627, 14537, 204, 23, 273, 3354, 5177, 510, 16827, 271, 1708, 4505, 272, 31184, 7213, 7238, 345, 559, 248, 36071, 1232, 4505, 5804, 204, 25, 2660, 1442, 6383, 7128]","[646, 50838, 1365]"
" the console and that every detail was "" devilishly handsome "", and also praised the handling of the gameplay as being "" pushed to a climax"," "" ","[248, 10494, 273, 325, 759, 3730, 398, 204, 13, 20804, 39199, 21676, 204, 13, 204, 23, 273, 614, 27294, 248, 9350, 275, 248, 18327, 345, 1003, 204, 13, 9264, 271, 241, 37199]","[204, 13, 204]"
" to Yad Vashem ( the Holocaust Memorial ) in Jerusalem to witness a ceremony honouring her as "" Righteous Among the Nations "" for", having hidden the,"[271, 551, 308, 25922, 4491, 204, 19, 248, 33112, 13950, 204, 20, 272, 17466, 271, 7229, 241, 11326, 22492, 263, 573, 345, 204, 13, 7198, 17513, 11351, 248, 12917, 204, 13, 312]","[1728, 7905, 248]"
 Rings : Conquest. Four incarnations of Gravity Bone were produced during its one @-@ year development. Chung commented during an interview with, FidGit,"[30426, 204, 37, 1412, 4019, 204, 25, 9157, 51957, 571, 275, 48002, 31777, 646, 5422, 1365, 701, 532, 204, 43, 24, 43, 649, 2138, 204, 25, 59762, 14654, 1365, 267, 3975, 335]","[378, 300, 53454]"
 of sentiment and melody. We can never be sure that there is any meaning in his words — neither is there any meaning in many of our finest musical, airs —,"[275, 13637, 273, 34983, 204, 25, 703, 418, 1328, 314, 1310, 325, 629, 304, 607, 4113, 272, 545, 2489, 204, 791, 8865, 304, 629, 607, 4113, 272, 860, 275, 568, 12454, 8658]","[51971, 204, 791]"
 Paleontologist Robert T. Bakker originally suggested the genus name Utahraptor for a new dinosaur specimen that had been found by an amateur bone @,-@ hunter,"[31215, 669, 8973, 7022, 301, 25, 20649, 3956, 8506, 7477, 248, 41627, 1536, 14715, 344, 444, 252, 312, 241, 627, 42676, 38548, 325, 618, 650, 1217, 431, 267, 20058, 10019, 204, 43]","[24, 43, 28215]"
", was a devout Christian and Mieszko's own conversion had to be a part of the deal. This act in fact followed in ",966 and initiated,"[23, 398, 241, 1612, 351, 4833, 273, 331, 21405, 5664, 204, 18, 94, 946, 11271, 618, 271, 314, 241, 622, 275, 248, 2066, 204, 25, 735, 714, 272, 1249, 4512, 272, 204]","[58443, 273, 21154]"
", that only death can pay for life. Mirri brings Drogo's horse into the tent, slits its throat, orders", everyone to leave,"[204, 23, 325, 736, 2787, 418, 1333, 312, 1063, 204, 25, 9194, 365, 6053, 29676, 1666, 204, 18, 94, 7097, 679, 248, 8568, 204, 23, 1027, 871, 701, 11345, 204, 23, 6680]","[2338, 271, 2811]"
 serial in Unknown Fantasy Fiction. The first part of the serial initially sold in 1940 for US $ 0 @.@ 20 ,. Master Story,"[12996, 272, 30856, 21403, 25850, 204, 25, 390, 772, 622, 275, 248, 12996, 10165, 3704, 272, 204, 5387, 27, 312, 1571, 204, 15, 204, 27, 204, 43, 25, 43, 204, 423, 204]","[25, 6573, 9817]"
""" wrote Bennett Schiff. "" Chaim Koppelman brings a totally new concept and technique to the field of graphic art, "" wrote critic", and gallery director,"[13, 4347, 26500, 62718, 204, 25, 204, 13, 636, 1933, 531, 1819, 60356, 6053, 241, 5480, 627, 3722, 273, 7380, 271, 248, 2206, 275, 12690, 1076, 204, 23, 204, 13, 4347, 7517]","[273, 12734, 5219]"
" of Animal, the song charted in the United States, the United Kingdom, and Canada before being announced as a single. After being released", as a single,"[275, 15749, 204, 23, 248, 3172, 8882, 269, 272, 248, 2522, 2941, 204, 23, 248, 2522, 9721, 204, 23, 273, 4332, 996, 1003, 4734, 345, 241, 2278, 204, 25, 2539, 1003, 4171]","[345, 241, 2278]"
 as they contain no holiness. Cleaning the stones is also problematic from a halachic point of view. Blasphemous graffiti once sprayed by a, tourist was left,"[345, 506, 4020, 658, 56694, 204, 25, 17990, 248, 14822, 304, 614, 21793, 427, 241, 10774, 554, 276, 1151, 275, 1654, 204, 25, 1282, 5492, 4491, 498, 44311, 1960, 46051, 431, 241]","[14460, 398, 1786]"
" 1812. Harrison thought the Treaty of Grouseland in 1805 appeased some of the issues for Indians, but tensions remained high", on the frontier,"[204, 14077, 29, 204, 25, 23673, 1465, 248, 36024, 275, 401, 460, 1953, 373, 272, 204, 7159, 32, 3528, 912, 596, 275, 248, 2356, 312, 19783, 204, 23, 480, 27932, 8895, 986]","[313, 248, 38679]"
" 8 @.@ 5 out of ten with his EGM staff ), argue that the game's limitations are made up for", by its strengths,"[204, 35, 204, 43, 25, 43, 204, 32, 495, 275, 3020, 335, 545, 399, 18504, 2900, 204, 20, 204, 23, 10976, 325, 248, 1404, 204, 18, 94, 12541, 362, 1021, 510, 312]","[431, 701, 17290]"
"cturnus "", and in 2011 for "" Breach "", but lost out to Erin Karpluk and Blackstone ",'s Carmen,"[47742, 359, 204, 13, 204, 23, 273, 272, 204, 626, 28, 312, 204, 13, 5590, 554, 204, 13, 204, 23, 480, 3208, 495, 271, 31379, 10732, 463, 3611, 273, 3167, 8075, 204]","[18, 94, 38094]"
 emphasized that the market price for leasing aircraft had fallen and that the airline therefore could operate at a lower cost with new leasing contract. Once the airline was back, on its feet,"[26683, 325, 248, 1208, 2073, 312, 33646, 10872, 618, 12237, 273, 325, 248, 17596, 4859, 765, 8192, 388, 241, 3089, 1458, 335, 627, 33646, 3027, 204, 25, 4843, 248, 17596, 398, 743]","[313, 701, 3827]"
 20 @-@ year @-@ old'Head Like a Hole'refrain'I 'd rather die / Than, give you control,"[204, 423, 204, 43, 24, 43, 649, 204, 43, 24, 43, 1442, 204, 18, 6689, 4787, 241, 33579, 204, 18, 34209, 204, 18, 295, 204, 18, 79, 2567, 1394, 204, 26, 19489]","[1444, 299, 1873]"
 French attack on a convoy of East Indiamen off Brazil. Meriton advised that the convoy was powerful enough in both appearance and reality to dissuade, any attack ,"[5063, 3033, 313, 241, 61908, 275, 4704, 1435, 2649, 250, 597, 10178, 204, 25, 5863, 50168, 13879, 325, 248, 61908, 398, 4452, 1713, 272, 1216, 6668, 273, 4783, 271, 593, 5243, 682]","[607, 3033, 204]"
"@-@ kick was put wide by Hermes Desio. Three minutes later, Liverpool had a chance to score, but Fowler could not reach Steven", Gerrard,"[43, 24, 43, 6119, 398, 1340, 3436, 431, 62739, 2175, 752, 204, 25, 9004, 2302, 2185, 204, 23, 20292, 618, 241, 3135, 271, 5179, 204, 23, 480, 52930, 765, 416, 3665, 13099]","[401, 4591, 435]"
 market forces that were exerting undesirable downwards pressure on their currencies. Examples include Great Britain during Black Wednesday and various tiger economies during the Asian crises of 199,7.,"[1208, 6389, 325, 646, 26217, 263, 40419, 62541, 3712, 313, 525, 24263, 204, 25, 22315, 1965, 4212, 11071, 1365, 3167, 5885, 273, 2458, 31697, 21186, 1365, 248, 8881, 29639, 275, 204, 1840]","[34, 204, 25]"
 rejected his application as he did not possess a first degree for admission. Khoo only had two professional diplomas – a Diploma in Administrative Management and a, Certified Diploma in,"[14937, 545, 2859, 345, 332, 826, 416, 8109, 241, 772, 4376, 312, 12756, 204, 25, 12151, 443, 736, 618, 847, 2800, 11324, 5359, 204, 600, 241, 35378, 272, 30157, 4426, 273, 241]","[15830, 35378, 272]"
"ME commented that their cover was "" undoubtedly the greatest song psychedelic shoegaze never had "". "" Best Thing I Never Had "" was", also covered by,"[8343, 14654, 325, 525, 2871, 398, 204, 13, 18460, 248, 6839, 3172, 53566, 14738, 82, 7110, 1328, 618, 204, 13, 204, 25, 204, 13, 3655, 26746, 295, 8333, 13380, 204, 13, 398]","[614, 5178, 431]"
" the foundation charter of Scone Priory, issued by Alexander I ( Alaxandair mac Maíl Choluim ) between December 112",3 and April,"[248, 8361, 21778, 275, 1537, 481, 11118, 675, 204, 23, 7808, 431, 14377, 295, 204, 19, 1031, 941, 373, 962, 6183, 4944, 43891, 636, 32228, 306, 204, 20, 1192, 3960, 204, 13640]","[30, 273, 3242]"
" bomb to the British Avro Lancaster and the American Boeing B @-@ 29 Superfortress, although the latter required substantial modification. Any", other airframe,"[10509, 271, 248, 5282, 4597, 290, 38418, 273, 248, 2281, 34475, 341, 204, 43, 24, 43, 204, 2237, 4362, 2247, 603, 204, 23, 4424, 248, 9439, 2554, 10972, 20183, 204, 25, 4331]","[599, 1829, 9998]"
" injury or illness ; cerebral palsy ; wheelchair athletes, there is often overlap between this and other categories ; visual impairment, including blindness ;", Les autres ,"[5967, 379, 8056, 204, 38, 31612, 63037, 204, 38, 29113, 12634, 204, 23, 629, 304, 1764, 27888, 1192, 414, 273, 599, 8853, 204, 38, 5388, 30087, 204, 23, 1497, 46310, 204, 38]","[6214, 16038, 204]"
" first few years of the twentieth century, rivaled only by a small handful of others ( similarly spectacular Méliès films such as The Kingdom of", the Fairies,"[772, 1218, 909, 275, 248, 35798, 5594, 204, 23, 8623, 4081, 736, 431, 241, 1385, 13714, 275, 1885, 204, 19, 19194, 14266, 331, 7497, 4144, 94, 7593, 963, 345, 390, 9721, 275]","[248, 8239, 424]"
" shaft Parsons steam turbines rated at 28 @,@ 000 shp ( 20 @,@ 880 kW ) and twelve coal", @-,"[18636, 53431, 13007, 45518, 13420, 388, 204, 2086, 204, 43, 23, 43, 204, 1321, 421, 91, 204, 19, 204, 423, 204, 43, 23, 43, 204, 35431, 44341, 204, 20, 273, 15365, 9728]","[204, 43, 24]"
" suitable for a "" Chief of Staff "" appointment equivalent to the Army and Navy. He moved to consolidate the new service's position by expanding", its assets and,"[6742, 312, 241, 204, 13, 7825, 275, 10745, 204, 13, 8544, 9646, 271, 248, 9475, 273, 13610, 204, 25, 707, 4372, 271, 40664, 248, 627, 1506, 204, 18, 94, 2524, 431, 12793]","[701, 6835, 273]"
 sought to be the best path to connect three of the state's major population centers. The two trails combined in the 1920s and eventually, became U.,"[10754, 271, 314, 248, 935, 2895, 271, 1734, 1373, 275, 248, 1592, 204, 18, 94, 2084, 4558, 10133, 204, 25, 390, 847, 15710, 6725, 272, 248, 204, 6182, 27, 94, 273, 6014]","[3569, 493, 25]"
" of this episode were generally positive. Common Sense Media gave the episode three out of five stars, calling it a "" ribald but often hilarious satire", of fantasy favorite,"[275, 414, 6699, 646, 4701, 3508, 204, 25, 10493, 31561, 6072, 3416, 248, 6699, 1373, 495, 275, 2505, 6631, 204, 23, 6208, 334, 241, 204, 13, 11840, 3661, 480, 1764, 20093, 54074]","[275, 12597, 3263]"
" after seeing how even his favourite Kean failed to interpret Hamlet's character adequately. The celebrated passages that begin with "" This is that Hamlet the"," Dane ""","[852, 4374, 672, 830, 545, 8890, 2602, 257, 6320, 271, 6988, 64036, 204, 18, 94, 2655, 26350, 204, 25, 390, 14374, 26309, 325, 2145, 335, 204, 13, 735, 304, 325, 64036, 248]","[40359, 204, 13]"
@-@ Ma'mun increasingly turned to him for assistance. Abu Ishaq's Turkish corps was also politically useful to al @,-@ Ma,"[43, 24, 43, 4944, 204, 18, 24189, 9064, 3275, 271, 801, 312, 6163, 204, 25, 20496, 1482, 2188, 92, 204, 18, 94, 19055, 16361, 398, 614, 23174, 4301, 271, 339, 204, 43]","[24, 43, 4944]"
@ season games. He had 13 points and 11 rebounds against the Charlotte Hornets for his ninth double @-@ double of the season ,. On January,"[43, 2120, 2106, 204, 25, 707, 618, 204, 1313, 2705, 273, 204, 1069, 28301, 1542, 248, 15090, 19034, 1203, 312, 545, 28266, 3923, 204, 43, 24, 43, 3923, 275, 248, 2120, 204]","[25, 1440, 3675]"
", and once again finished as runners @-@ up, this time behind King's Lynn. A 4 – 1 victory", against Bashley,"[23, 273, 1960, 968, 5077, 345, 22616, 204, 43, 24, 43, 510, 204, 23, 414, 601, 2614, 3884, 204, 18, 94, 25117, 204, 25, 317, 204, 31, 204, 600, 204, 28, 9071]","[1542, 34707, 1844]"
" AD historical encyclopedia, it is estimated he was born c. 340 BC, and that he might have established a reputation in Cos by c ",. 309,"[7599, 7471, 55401, 204, 23, 334, 304, 8719, 332, 398, 4808, 253, 204, 25, 204, 22996, 12563, 204, 23, 273, 325, 332, 1295, 413, 5305, 241, 9069, 272, 13204, 431, 253, 204]","[25, 204, 31890]"
